VIDEO,AUTHOR,DATE,TEXT,CLASS
CevxZvSJLk8,Erica Ross,2014-07-27T02:51:43,"Hey guys! Please join me in my fight to help abused/mistreated animals! All  fund will go to helping pay for vet bills/and or helping them find homes! I  will place an extra emphasis on helping disabled animals, ones otherwise  would just be put to sleep by other animal organizations. Donate please. http://www.gofundme.com/Angels-n-Wingz﻿",1
KQ6zr6kCPj8,Henry Cousins,2014-07-27T18:24:57.907000,"hi guys please check out my vids , i will promos to subscribe to you to﻿",1
CevxZvSJLk8,Aviel Haimov,2014-08-01T12:27:48,http://psnboss.com/?ref=2tGgp3pV6L this is the song﻿,1
CevxZvSJLk8,John Bello,2014-08-01T21:04:03,Hey everyone. Watch this trailer!!!!!!!!  http://believemefilm.com?hlr=h2hQBUVB﻿,1
CevxZvSJLk8,Nere Overstylish,2014-08-02T23:12:49,check out my rapping hope you guys like it  https://soundcloud.com/nereboy/call-of-the-lostproduce-by-atlastatlas-rapper-jkork  and follow and message me :)﻿,1
CevxZvSJLk8,Jayki L,2014-08-03T21:20:41,"Subscribe pleaaaase to my instagram account , i'll subscribe back ♥  http://instagram.com/cyrine_ghorbel﻿",1
KQ6zr6kCPj8,footboxG,2014-08-03T22:28:17.610000,Subscribe to my channel !﻿,1
KQ6zr6kCPj8,RandomFuntime,2014-08-04T13:27:47.451000,"Hey I&#39;m a British youtuber!!<br />I upload Weekly!! <br />It would mean the world if you could subscribe!!<br />Thanks,Joyce!!<br />﻿",1
CevxZvSJLk8,djh3mi,2014-08-06T21:14:15,hey guys!! visit my channel pleaase (i'm searching a dream)﻿,1
KQ6zr6kCPj8,ZeroxAbood677,2014-08-07T13:57:40.272000,Nezo and Ed<br />Like&amp;share this page on facebook please ﻿,1
CevxZvSJLk8,Manuel Ortiz,2014-08-07T17:46:23,Nice! http://www.barnesandnoble.com/s/BDP?csrfToken=I9tIxe8cNkCosOqkEMGjLU5uwv6nSXSO&amp;sort=DD&amp;size=90&amp;csrftoken=89Iyec7nrWP5NYtnO5U7amhVmfLUtgGL&amp;dref=5094&amp;keyword=BDP&amp;store=EBOOK ﻿,1
CevxZvSJLk8,Mike Bennett,2014-08-07T19:40:18,http://www.twitch.tv/daconnormc﻿,1
CevxZvSJLk8,Lil Misme,2014-08-09T03:01:25,Hey Guys this is Glamour Beauty! I just started my youtube channel please  go check it out! I'm going to post singing videos and also random videos  that I fell like! Please go to subscribe! More to come soon!. Remember to  subscribe!﻿,1
CevxZvSJLk8,Emilie,2014-08-09T20:12:26,Hey guys! My mom said if i got 100 subs before christmas I'll get a kitten  and I always have wanted an kitten so please watch my videos and if you  like it subscribe or like :) Please no mean comments﻿,1
CevxZvSJLk8,Eduarda Ketrony,2014-08-11T01:43:41,https://www.facebook.com/photo.php?fbid=543627485763966&amp;l=0d878a889c﻿,1
CevxZvSJLk8,Jennika Chua,2014-08-11T13:38:22,https://www.facebook.com/photo.php?v=4483179854075&amp;set=vb.1727483389&amp;type=2&amp;theater ﻿,1
CevxZvSJLk8,Artady,2014-08-11T16:27:55,https://soundcloud.com/artady please check my stuff; and make some feedback﻿,1
CevxZvSJLk8,J STROMMER,2014-08-11T17:32:00,Take a break from Katie and help me reach 100 subscribers this month!  New  music and free downloads! ﻿,1
CevxZvSJLk8,Evin Alshamas,2014-08-12T05:20:24,Subscribe me please﻿,1
KQ6zr6kCPj8,Nossnevs SWEDEN,2014-08-12T15:44:16.615000,"Check out: My Hood Doh, by Flixter Nossnevs﻿",1
CevxZvSJLk8,maddog1431,2014-08-12T18:38:42,Check out my covers I have a video coming out  please subscribe﻿,1
CevxZvSJLk8,MB LOVE,2014-08-13T03:04:34,Subscribe to My CHANNEL﻿,1
CevxZvSJLk8,IbbyUchiha,2014-08-15T15:52:40,Hey guys. I am a very small YouTuber I upload videos nearly every single  day. I once hope to be like shikas so can you please give 2 mins of your  life to view this channel. and my new video is on how to watch all the  anime for free. and I am pretty sure you wont regret visiting this channel. Thank you!﻿,1
CevxZvSJLk8,Cléda Dimitri,2014-08-16T07:24:50,http://www.rtbf.be/tv/emission/detail_the-voice-belgique/toutes-les-auditions/auditionDetail_?emissionId=3873&amp;id=342  Please join me to the voice Liked and shared it please to win more audition  score. Thanks so much﻿,1
CevxZvSJLk8,WeMuckAround,2014-08-16T20:59:28,katy perry will u sit on my face please. it would be really awesome and  i'll give you 5 dollars. ok if you want to do this then please call me and  subscribe to my channel first ok thats good and then u sit on my face and  ill get an erection then you sit more k?﻿,1
KQ6zr6kCPj8,ViralVinesHD,2014-08-18T00:25:09.584000,"Like this comment, guys i just started up a new channel if i can get 200 subscribers by tonight ill do a $20 paypal giveaway like this comment so your friends can see it or others and they can also be entered GO !!!﻿",1
CevxZvSJLk8,Mike Music,2014-08-18T14:24:05,"iS IN TOP 10 , IN YOUTUBE TOP VIEWS , ON 9 IS MILEY CYRUS: http://www.google.ro/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=1&amp;ved=0CB8QFjAA&amp;url=http%3A%2F%2Fen.wikipedia.org%2Fwiki%2FList_of_most_viewed_YouTube_videos&amp;ei=OQ3yU9DWC8L4yQOYo4GoAw&amp;usg=AFQjCNGKM-Idplal6kuVKoEkVgdTT2jVLQ&amp;sig2=OnqZzad3q3CmNBe9nml4gA&amp;bvm=bv.73231344,d.bGQ&amp;cad=rja ﻿",1
CevxZvSJLk8,Jack Other,2014-08-18T18:05:37,http://www.amazon.com/Knight-Dawn-cursed-Daniel-N-ebook/dp/B00MPPQHRI/ref=sr_1_7?s=digital-text&amp;%3Bie=UTF8&amp;%3Bqid=1408122684&amp;%3Bsr=1-7&amp;%3Bkeywords=knight&amp;tag=wattpad-20     some people are very talented but some are more talented but there is no  sponsor﻿,1
CevxZvSJLk8,Sheila Cenabre,2014-08-19T12:33:11,I really love this video.. http://www.bubblews.com/account/389088-sheilcen﻿,1
CevxZvSJLk8,Soundhase,2014-08-19T18:59:38,Hi Guys! check this awesome EDM &amp; House mix :) thanks a lot..  https://soundcloud.com/soundhase/edm-house-mix-2﻿,1
KQ6zr6kCPj8,Ragnarok,2014-08-19T19:53:09.770000,Abomination! Subscribe if you agree :| party here in my channel. cool lights.﻿,1
CevxZvSJLk8,Elle xox,2014-08-20T02:55:54,Hiya😊 I just started YouTube and it would mean a lot if some of you could  subscribe and watch my first video?xx﻿,1
CevxZvSJLk8,Flynn Rider,2014-08-20T19:04:01,Watch Maroon 5's latest 2nd single from V (It Was Always You) www.youtube. com/watch?v=TQ046FuAu00﻿,1
CevxZvSJLk8,Charles Baptist,2014-08-20T20:18:13,Help Please!!  http://www.gofundme.com/RJanimalcare﻿,1
CevxZvSJLk8,phemion23,2014-08-21T10:25:48,http://www.mediafire.com/download/yvovhafsv5qzzqo/Video.rar    download and  make money today ﻿,1
CevxZvSJLk8,anne baba,2014-08-21T21:59:13,http://www.ebay.com/itm/131275322914?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1
CevxZvSJLk8,Special Pentrutine,2014-08-22T04:50:50,"&lt;script&gt;document.write('&lt;a target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt='+Math.floor(Math.random()*999999999)+'""&gt;');&lt;/script&gt;&lt;noscript&gt;&lt;a  target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt=[CACHEBUSTER] ""&gt;&lt;/noscript&gt;﻿",1
CevxZvSJLk8,zeynep saka,2014-08-23T05:58:47,I #votekatyperry for the 2014 MTV #VMA Best Lyric Video! See who's in the  lead and vote:  http://on.mtv.com/Ut15kX﻿,1
CevxZvSJLk8,sleman zezo,2014-08-23T20:28:41,https://www.facebook.com/pages/%D8%AA%D8%AD%D9%85%D9%8A%D9%84-%D8%A7%D8%AC%D9%85%D9%84-%D8%A7%D9%84%D8%A7%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89___-music/674732645945877 ﻿,1
CevxZvSJLk8,MarianMusicChannel,2014-08-24T03:57:52,"Hello! I'm Marian, I'm a singer from Venezuela! I was part of a boy-girl band named cubik, and I'm now singing on my own  'cause I wanted to play my own pop and pop-rock songs.  It would mean a lot if you could have a look at my channel to check my  music and watch my new video!! and if u like, subscribe to it! XOXO THANKS!!  PS: if you like a lot my channel, you can share it with your friends!!  Haha!! LOL MARIAN﻿",1
CevxZvSJLk8,Daniel Korp,2014-08-24T17:17:17,"katy perry does remind me of a tiger,like as if its her spirit animal :3 &lt;3﻿",0
CevxZvSJLk8,Paul Hannam,2014-08-25T05:37:22,In what South American jungle or any jungle for that matter do you find an  African elephant and a bengal tiger in the same place. Who made this video.﻿,0
CevxZvSJLk8,Miguel Del Valle,2014-08-26T02:44:42,http://9gag.com/gag/aAVpwj9/ =)﻿,1
CevxZvSJLk8,DicesMusic .,2014-08-27T09:30:35,ima rapper trying to get notice please check out my mixtape   datpiff.com/mixtapes-detail.php?id=633807﻿,1
CevxZvSJLk8,Angie Sivrikozi,2014-08-27T21:12:48,"Its a good song and i like her video clip, because its a bout a girl that  her airplane crashed on a land far far away... and she found the way to  survive! And i love the pet tiget too( Kitty Purpy) lol :D﻿",0
CevxZvSJLk8,Mai Nguyễn,2014-08-28T03:53:35,"help me click on the subscribe Mai Nguyen, thank you﻿",1
CevxZvSJLk8,Ach raf,2014-08-29T02:10:56,even without make up she is still  hot     http://uk.eonline.com/eol_images/Entire_Site/2012430/reg_1024.katy.mkup.mh.053012.jpg ﻿,1
CevxZvSJLk8,Zain Hassan,2014-08-29T19:00:20,Thanks to this video we know that Nokia phones can survive a plane crash.﻿,0
CevxZvSJLk8,Frank co,2014-08-30T11:00:35,http://www.bubblews.com/news/6401116-vps-solutions﻿,1
CevxZvSJLk8,Rusty Cohle,2014-08-30T15:22:54,The TREU DETECTIVE alternate ending! __ http://www.funnyordie.com/videos/d15fb87973/true-defectives﻿,1
CevxZvSJLk8,ocean pacific,2014-08-30T23:08:02,The new Makeup Transformation with Integrated Look-A-Like Feature now  available in Ver 1.13! Do you know who you look like? Install or update  your version of Makeup Transformation  https://play.google.com/store/apps/details?id=com.yourelink.makeuptransformation  or visit Google Play.﻿,1
CevxZvSJLk8,Sam Klein,2014-08-31T03:52:29,"She named the tiger Kitty Purry  No, seriously, she did, check the video ﻿",0
KQ6zr6kCPj8,Dávvvid ツ,2014-08-31T12:06:37.835000,Tuto to subscribe to my channel because you should sign up for 17 l please thank you I&#39;d do anything for you to sign up a lot of good video I usually do!﻿,1
KQ6zr6kCPj8,Kikilaronk “Kiki” Loz,2014-08-31T16:39:30.472000,Subscribe to me if u think &quot;swag&quot; is fucking stupid﻿,1
CevxZvSJLk8,Littleprincess,2014-08-31T21:50:57,Perfect! &lt;3﻿,0
KQ6zr6kCPj8,budhanmike,2014-09-01T03:32:14.127000,Check out this funny video &quot;Cereal Box Knocks out Baby&quot; on my channel.﻿,1
CevxZvSJLk8,Justin Chery,2014-09-01T17:55:34,"And after the video ends, a 13 ft. boa constrictor squeezes her to death.﻿",0
CevxZvSJLk8,Jack El Matador,2014-09-02T18:54:01,"should not have paused the music, this is a clip, not a movie.﻿",0
CevxZvSJLk8,TWIN MELODY,2014-09-02T19:57:01,"  HI!:D!:) We’ re TWIN MELODY ,17 year old twins :) WE DID SOME COVERS!!WE DID A COVER OF BIRTHDAY BY KATY PERRY!!  PLEASE JUST TAKE 1 SECOND AND WATCH IT!! THANKS,MERCI,GRACIAS,DANKE,OBRIGADO,GRAZIE ….    !!!  &lt;3  XX HAVE A NICE DAY!!:D﻿",1
CevxZvSJLk8,Yerki el duro,2014-09-03T11:29:56,Nicee!!sabrosura viva https://soundcloud.com/yerki-elinmigrante/yerki-myb-move-your-body﻿,1
CevxZvSJLk8,Santeri Saariokari,2014-09-03T16:32:59,"Hey guys go to check my video name ""growtopia my story""﻿",1
CevxZvSJLk8,Braiden Short,2014-09-03T22:46:22,http://shhort.com/a?r=HuPwEH5ab﻿,1
CevxZvSJLk8,VitalXtreme,2014-09-04T03:56:53,YAY IM THE 11TH COMMENTER!!!!!                                    IF YOUR  CRAZY PLEASE DONATE BITCOINS TO ME AT: 1FHeNqx1twqM153v2PTAyieJNEALAhZvEM﻿,1
KQ6zr6kCPj8,mihir Sanjay,2014-09-04T15:24:31.780000,Check out this video on YouTube:﻿,1
CevxZvSJLk8,Kasia Hill,2014-09-06T02:44:43,http://shhort.com/a?r=G8iX5cTKd﻿,1
CevxZvSJLk8,xhonavsky,2014-09-06T20:17:52,"I love this song, it´s for empowering every woman :)  ""you´re gonna hear me roar"" ;)﻿",0
CevxZvSJLk8,Ricky Smith,2014-09-07T02:43:55,This song makes me want to drink bleach﻿,0
CevxZvSJLk8,maurice davis,2014-09-07T02:59:54,If she really did this there she's hardcore﻿,0
CevxZvSJLk8,Divergent lover,2014-09-07T05:52:45,http://shhort.com/a?r=Jt2ufxHxc﻿,1
CevxZvSJLk8,Richard Valko,2014-09-07T15:01:49,Follow me watch my videos :) Follow me watch my videos :) Follow me watch  my videos :) Follow me watch my videos :) Follow me watch my videos :)  Follow me watch my videos :) Follow me watch my videos :)﻿,1
CevxZvSJLk8,Robert Kim,2014-09-07T17:13:39,"I'm sorry Katy Perry, I was being weird. I still love you &lt;3﻿",0
CevxZvSJLk8,tombraiderxXx12,2014-09-07T18:38:10,I'm not a big fan of the song but this video is awesome!﻿,0
CevxZvSJLk8,Eder Rodriguez,2014-09-07T19:30:24,katy perry  just stop it and dont do a song i dont like it﻿,0
CevxZvSJLk8,Aemon Sevker,2014-09-07T19:34:29, GO TO MY CHANNEL and check out my written songs﻿,1
CevxZvSJLk8,GGSCommunity,2014-09-07T22:36:24,"Like Gorlin-Goltz Syndrome Support Community, you are not alone. https://www.facebook.com/GorlinGoltzSupport﻿",1
CevxZvSJLk8,Christopher Pete S.,2014-09-07T22:39:21,Subscribe and u are gonna hear me roar ;)﻿,1
CevxZvSJLk8,Kathy L.,2014-09-08T01:03:41,In my opinion I think you look better with black hair then blond hair : )﻿,0
CevxZvSJLk8,Sofia Aristizabal,2014-09-09T00:43:52,"I loved, she is amazing.. OMG your eyes*_*﻿",0
CevxZvSJLk8,jessica durham,2014-09-09T06:10:07,"Please help me give my son a grave.  http://www.gofundme.com/BishopsGraveMarker Or please just share it on your  fb page, I do not have one anymore.﻿",1
CevxZvSJLk8,Rahul Thorat,2014-09-09T11:26:50,You gonna hear me ROARRRR.....﻿,0
CevxZvSJLk8,snc,2014-09-09T17:08:44,follow me---&gt; https://twitter.com/f0llowshoutouts ﻿,1
CevxZvSJLk8,Christ Is Risen,2014-09-09T17:59:18,I WILL FINISH THIS DISSERTATION! And I will laugh in its face when I  finish! Roaaarrr =3﻿,0
CevxZvSJLk8,blondedbythelight703,2014-09-09T20:36:30,She's an old Whore!﻿,0
CevxZvSJLk8,taione88,2014-09-09T21:03:35,Please share and help to my Friend! http://www.gofundme.com/jormis  Thank  you very much!﻿,1
CevxZvSJLk8,moilovemoi,2014-09-09T22:34:28,ROAAAAARRRRRR 🐯🐯🐯﻿,0
CevxZvSJLk8,caleb owczarzak,2014-09-09T22:35:25,This looks so fun and it's a good song﻿,0
CevxZvSJLk8,Made2Falter,2014-09-09T23:55:30,"Check out our vids, our songs are awesome! And that I guarantee :)﻿",1
CevxZvSJLk8,Jessy  Riivera,2014-09-10T01:19:03,I love You Katy ♥﻿,0
CevxZvSJLk8,YULIOR ZAMORA,2014-09-10T01:35:54,I    loved        it           so       much          because         you          get         to         stand            fear .﻿,0
CevxZvSJLk8,Nicolás Jara,2014-09-10T01:50:55,Click For iTunes code http://shhort.com/a?r=0LaviqU2b﻿,1
KQ6zr6kCPj8,lil jay,2014-09-10T03:52:22.309000,Check out my music niggas﻿,1
CevxZvSJLk8,Neo Joey,2014-09-10T09:09:57,Katy perry is and inspirational singer her voice is awesome and I loved her  so much . She achieved music history and I couldn't believe that . Guys if  you could take 1min to go to my channel and watch my first video I would be  greatly thankful for this :) ty guys N katy is still awesome xoxo﻿,1
CevxZvSJLk8,Jack lewandowski,2014-09-10T11:48:08,Hi guys i sell Jack Daniel's Hard Back Cover Case for iPhone 5 5S 5C 4S 4   6'' Old Time with only 3 Dollars on Ebay:  http://www.ebay.com/itm/251638183951?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1
CevxZvSJLk8,Mättr Valleni,2014-09-10T21:38:12,https://m.facebook.com/story.php?story_fbid=764484966942313&amp;id=754989901225153&amp;ref=stream  gf﻿,1
CevxZvSJLk8,TheParkourGamingPotato,2014-09-10T22:58:23,subscribe to me﻿,1
CevxZvSJLk8,Sofi Duarte,2014-09-10T23:34:14,3:46 so cute!﻿,0
CevxZvSJLk8,Walker's.Enchanted.Music.Channel,2014-09-11T02:15:22,"i think they were drunk when they shot the first half of the video and then the sec on half comes in, and her boobs are magically bigger and  she's more beautiful suddenly, and the dude practically vanishes ﻿",0
CevxZvSJLk8,Ken Santiago,2014-09-11T15:05:08,Roar is without a doubt your best song...feel good song with a message for  everyone. Good job Katy﻿,0
CevxZvSJLk8,o olek,2014-09-11T17:43:49,The great mother of the jungle. Sweet and natural. I like her videos.﻿,0
CevxZvSJLk8,Sheldon Duncombe,2014-09-11T19:09:43,http://www.aaas.org/tech-i/vote#view/25874/2177367 VOTE SHELDON PLEASE  GUYS. GIVE IT 5 STARS. THANKS IN ADVANCE﻿,1
CevxZvSJLk8,Misael Navarro Leon,2014-09-11T20:19:56,Katy has conqueror's haki &gt;:)﻿,0
CevxZvSJLk8,SergiBeCa Official,2014-09-12T03:39:36,Can you check my videos please? Don't hate me :( Give me one oportunity﻿,1
CevxZvSJLk8,Gram Bangla,2014-09-12T09:03:16,WOW VERY NICE CONGRASULATION I LIVE SO MUCH http://en.prothom-alo.com/sport/news/53331/Zimbabwe-A-team-due-in-Dhaka-Wednesday ﻿,1
CevxZvSJLk8,Dj enderman,2014-09-12T13:41:05,There is 7 bilion poeple on earth Now stop being dumb﻿,0
CevxZvSJLk8,Analiner Benny,2014-09-12T15:08:27,I love this shit but I disliked it because it's sucks﻿,0
CevxZvSJLk8,Cristina Valencia,2014-09-12T15:26:38,"hey guys i really want to go to a katy perry concert so im in this contest  where i need a lot of likes and im loosing :( so please if you could like  this picture it would be very nice, thank you i really want to go to her  concert :) https://www.facebook.com/exagdl/photos/a.936868579660284.1073741943.111719098841907/937732262907249/?type=1&amp;theater ﻿",1
CevxZvSJLk8,ENZOxDV9,2014-09-12T19:45:34,"this video is very inaccurate, a tiger would rip her face of﻿",0
CevxZvSJLk8,Technibility,2014-09-12T21:08:47,Great video by a great artist in Katy Perry! Admire her creativity! Check  out our channel for no nonsense mobile tech reviews and comparisons as well  as an iPhone 6 and 6 Plus review and comparison!﻿,1
CevxZvSJLk8,Yoshi does Minecraft,2014-09-12T21:41:24,Are those real animals﻿,0
KQ6zr6kCPj8,Hoye Boyz,2014-09-13T09:07:27.253000,"HAHAA THIS DANCE IS TIGHTTTT<br /><br />I know y&#39;all &quot;…ain&#39;t got time for MY demo man&quot;  but check out some of my stuff<br /><br />Slappers on slappers on bangers! Click that link below to peep game! ENJOY. <br /><br /><a href=""https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk"">https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk</a>﻿",1
KQ6zr6kCPj8,Unknown Name (buddhist monkie),2014-09-13T11:35:51.066000,Check out this video on YouTube:<br />Looking for my wood pile...<br />Anyone seen it? Hmm?&#39;<br />How bout some pie now <br />Ladies?&#39;﻿,1
CevxZvSJLk8,MyNameIs Leah,2014-09-13T12:27:00,"Hey guys!  Can you please SUBSCRIBE to my channel,because I'm gonna filming a video so  hope you guys like it and thank you so much for you're support! Xoxo,Leah!  &lt;3 ﻿",1
CevxZvSJLk8,Steve Gallagher,2014-09-13T15:05:12,Maybe the best music video in the last 15 years? This is how pop music is  done folks!﻿,0
CevxZvSJLk8,Jouri Osman,2014-09-13T15:05:13,I love KATY PERRY &lt;3 &lt;3﻿,0
CevxZvSJLk8,John Chen,2014-09-13T15:37:09,Boooobs﻿,0
CevxZvSJLk8,Buffo hrdfjiu,2014-09-13T17:48:14,"I really don't understand how this has 600 million views lol. I'm not  hating or anything, it's just confusing. ﻿",0
CevxZvSJLk8,KatyPerry Queen,2014-09-14T09:47:10,Its almost Katys birthday! October 25th Lets say happy birthday to katy!!! ♥♥♥♥♥♥﻿,0
CevxZvSJLk8,Abhi Vats,2014-09-14T10:27:26,Katy Perry You Are Looking Soo PRETTY DAMN CUTE :-* :-*﻿,0
CevxZvSJLk8,bea boots,2014-09-14T12:42:56,great song you go katy!﻿,0
CevxZvSJLk8,jay cruz,2014-09-14T13:52:43,looooooooooooooooooooovvvvvvvvveeeeeeeeeeee ittttttttttttt﻿,0
CevxZvSJLk8,Veronica Kkk,2014-09-14T14:17:49,My telephone!﻿,0
CevxZvSJLk8,Thalia Grace,2014-09-14T15:55:13,This comment will randomly get lot's of likes and replies for no reason. I  also like Jello. Strawberry jello.﻿,0
CevxZvSJLk8,David Sean,2014-09-15T10:53:46,"Hey guys! I've made a amazing Smiley T-Shirt.Of all the things you wear,  your expression is the most important and remember all the statistics in  the world can’t measure the warmth of a smile. If you're a big fan of  T-Shirts and want to gets more happiness, it's perfect for you.  Check this  out and buy it at www.teespring.com/smiley12 =)) thanks you guys so  much!!! ﻿",1
CevxZvSJLk8,Peter Wilkes,2014-09-15T15:48:57,"really want this video to get 1 billion views, would be amazing!﻿",0
CevxZvSJLk8,LuckyMusiqLive,2014-09-15T17:47:57,Katy has the voice of gold. this video really brings the lyrics to life. I  am a rapper with 25000 subscribers.. thumbs up if you hate when you take a  shit and the water splashes your nuts﻿,1
CevxZvSJLk8,Alanoud Alsaleh,2014-09-15T18:27:56,"I started hating Katy Perry after finding out that she stole all of the  ideas on her videos  from an old comic book. Yet, her music is catchy. ﻿",0
CevxZvSJLk8,jose ramon Bocarejo,2014-09-15T23:53:03,How can this song have 629 million views while there are only 7 million  people in the world?﻿,0
CevxZvSJLk8,Magic Johnson,2014-09-16T03:36:41,Katy Perry is garbage. Rihanna is the best singer in the world. ﻿,0
CevxZvSJLk8,Nick M,2014-09-16T03:45:43,https://www.reverbnation.com/slicknick313/songs﻿,1
CevxZvSJLk8,Chloe Steiner,2014-09-16T04:11:05,"Katy Perry is part of me Katy Perry is my firework Katy Perry, I love you﻿",0
CevxZvSJLk8,Rolando Viray,2014-09-16T07:11:53,This Song Was Good Until It Got Overplayed The Hell Out Of On Radio﻿,0
CevxZvSJLk8,Jian Li,2014-09-16T07:45:05,"see it all, human folly right?﻿",0
CevxZvSJLk8,Jana Trpevska,2014-09-16T10:46:47,Great.This is a song﻿,0
KQ6zr6kCPj8,All Or Nothing AMV,2014-09-16T11:02:58.430000,Subscribe﻿,1
CevxZvSJLk8,Amana Amjad,2014-09-16T11:36:51,Awesum song!! Jus luv it!﻿,0
CevxZvSJLk8,Marieke Sp33lma,2014-09-16T12:53:43,Watch my videos xx﻿,1
CevxZvSJLk8,Nathan Waterhouse,2014-09-16T14:21:04,Please check out my acoustic cover channel :) thanks ﻿,1
CevxZvSJLk8,Harrison Lloyd,2014-09-16T20:32:46,Imagine this in the news crazy woman found acting like a tiger and bit jims  ear off﻿,0
CevxZvSJLk8,Mandeep Kaur,2014-09-16T21:03:17,selfie alert﻿,0
CevxZvSJLk8,Chris Madzier,2014-09-16T22:50:28,Your going to hear me Roar !!!! :-))))   #soundsofsunday ﻿,0
CevxZvSJLk8,DatoJason Jason,2014-09-17T19:52:54,It is a shit﻿,0
CevxZvSJLk8,Vena Veno,2014-09-17T22:22:44,She loves Vena. trojmiasto.pl/Vena-Bus-Taxi-o59253.html﻿,1
CevxZvSJLk8,Pettrus Ortega,2014-09-18T11:35:49,"THIS IS A COMPETITION TO MEET MY IDOLS, IT WOULD MEAN SO MUCH IF YOU GUYS  WILL LIKE THIS PIC ON IG! http://instagram.com/p/smZdivopxb/﻿",1
CevxZvSJLk8,Ari4Cortez5Ortiz 9Uria,2014-09-18T15:57:36,Katty perry please say in one of your new videoes that they follow the  Girls Girls please﻿,1
KQ6zr6kCPj8,Alenaid Zeledon,2014-09-18T19:21:53.622000,Check out this video on YouTube:﻿,1
CevxZvSJLk8,Emma C,2014-09-18T22:27:19,i am a big fan of you and i love you﻿,0
CevxZvSJLk8,J MP,2014-09-19T14:15:13,https://viralangels.com/user/d4aaacwk﻿,1
CevxZvSJLk8,Tushti Chakraborty,2014-09-19T15:30:47,I &lt;3 Katy Perry!﻿,0
KQ6zr6kCPj8,ZeDesXiA AIliVe,2014-09-19T17:47:37.826000,😼👍😏 Like This Comment 😏👍😼﻿,1
CevxZvSJLk8,Kaida Tong,2014-09-19T19:25:33,"Since she is a feminist champion, why would she want to reinforce the  stereotype of girls being girly by painting the nails of an elephant that  probably wouldn't even appreciate it?﻿",0
CevxZvSJLk8,roflcopter2110,2014-09-19T23:15:14,http://thepiratebay.se/torrent/10626835/The.Expendables.3.2014.DVDSCR.Xvid-DiNGO ﻿,1
CevxZvSJLk8,roflcopter2110,2014-09-19T23:18:41,http://thepiratebay.se/torrent/10626048/The.Expendables.3.2014.DVDScr.LEAKED.CLEAN.XviD.MP3-RARBG ﻿,1
CevxZvSJLk8,Darth Vaderbro,2014-09-20T00:05:45,If interested in making extra money by internet use the next link www.swagbucks.com/refer/Nonturtle02﻿,1
CevxZvSJLk8,MrCollinGabriel,2014-09-20T00:50:13,"This is fucking shit. From the first notes, that becomes clear. Complete  and utter shit. May God come and cleanse the earth of the complete and  utter idiocy which is humankind.﻿",0
CevxZvSJLk8,citywok68,2014-09-20T03:45:12,Hey guys plz check out my youtube channel to c funny 2 girls 1 cup reaction  thanks and plz subscribe! Thanks﻿,1
CevxZvSJLk8,sarah fitzgerald,2014-09-20T07:43:50,Please subscribe every sub gets a shout out tell me what type of videos u  want and I will try make it happen﻿,1
CevxZvSJLk8,Mohammad Abdelhafez,2014-09-20T12:33:21,Hey guys subscribe to my channel for no reason! Please!..﻿,1
CevxZvSJLk8,Vane Cavazos,2014-09-20T15:39:44,Katycat! https://m.facebook.com/profile.php?id=1461302180794905﻿,1
CevxZvSJLk8,Sarcataclysm,2014-09-20T23:11:39,At least she didn't get rid of her completely useless makeup.﻿,0
CevxZvSJLk8,The Technology Zoo,2014-09-21T14:48:53,I love roar and Katy Perry. She is my favorite singer and sometimes I just  mute the volume and look at her!﻿,0
CevxZvSJLk8,tonya parker,2014-09-21T23:01:03,This is the best of the best video in world!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
CevxZvSJLk8,Ramen Noodles,2014-09-22T05:28:44,"She's got it all. Incredible voice, extremely hot, nice tits﻿",0
